police_force,Local authority,Ofsted region,Provision type,Sector,Places,Organisation which owns the provider
Humberside,east riding of yorkshire,"North East, Yorkshire and the Humber",children's home,Private,1.0,Vcare - 24 Limited
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Private,6.0,Cambian Childcare Ltd
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Private,2.0,Horton Establishments Ltd
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,8.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,8.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Local Authority,2.0,Hull City Council
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Private,4.0,Rite Directions Ltd
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Private,5.0,St Hill Establishments Ltd
Humberside,kingston upon hull,"North East, Yorkshire and the Humber",children's home,Private,3.0,The Open Care Group Limited
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,3.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,3.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,11.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,2.0,North East Lincolnshire Council
Humberside,north east lincolnshire,"North East, Yorkshire and the Humber",children's home,Private,7.0,Tree House Care Fostering Solutions Ltd
Humberside,north lincolnshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Absolute Childrens Services Ltd
Humberside,north lincolnshire,"North East, Yorkshire and the Humber",children's home,Private,3.0,Esland North Limited
Humberside,north lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Lincolnshire Council
Humberside,north lincolnshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Lincolnshire Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hexagon Care Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,North Yorkshire County Council
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pear Tree Projects Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pear Tree Projects Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pear Tree Projects Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pear Tree Projects Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pear Tree Projects Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pear Tree Projects Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pear Tree Projects Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,2.0,Pebbles Care Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,ROC Northwest
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,ROC Northwest
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,ROC Northwest
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,ROC Northwest
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,ROC Northwest
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,ROC Northwest
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,5.0,ROC Northwest
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Roseberry Specialist Care Centres Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Roseberry Specialist Care Centres Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Roseberry Specialist Care Centres Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Roseberry Specialist Care Centres Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Roseberry Specialist Care Centres Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Roseberry Specialist Care Centres Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,6.0,Roseberry Specialist Care Centres Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,8.0,Witherslack Group Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,8.0,Witherslack Group Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,8.0,Witherslack Group Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,8.0,Witherslack Group Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,8.0,Witherslack Group Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,8.0,Witherslack Group Ltd
North Yorkshire,north yorkshire,"North East, Yorkshire and the Humber",children's home,Private,8.0,Witherslack Group Ltd
North Yorkshire,york,"North East, Yorkshire and the Humber",children's home,Local Authority,8.0,City of York Council
North Yorkshire,york,"North East, Yorkshire and the Humber",children's home,Private,6.0,Hexagon Care Services Limited
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Private,5.0,Artemis Support Ltd
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Private,3.0,Artemis Support Ltd
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Private,3.0,Cambian Childcare Ltd
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Private,7.0,Enhanced Young Persons Care Ltd
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Gateshead Council
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Local Authority,3.0,Gateshead Council
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,Gateshead Council
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Gateshead Council
Northumbria,gateshead,"North East, Yorkshire and the Humber",children's home,Private,5.0,Interactive Development Residential Limited
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,3.0,Artemis Support Ltd
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,5.0,Artemis Support Ltd
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,5.0,Evolution Childrens Services Limited
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,5.0,Hennessy Living Group Limited
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Newcastle City Council
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Newcastle City Council
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Local Authority,3.0,Newcastle City Council
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Newcastle City Council
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Local Authority,3.0,Newcastle City Council
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,Newcastle City Council
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,Newcastle City Council
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,4.0,One Step Care Limited
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,2.0,Outdoor Care Limited
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,6.0,Right-Trak Limited
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Private,6.0,Right-Trak Limited
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Voluntary,8.0,St Cuthbert's Care
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Voluntary,7.0,Talbot House School Newcastle Upon Tyne
Northumbria,newcastle upon tyne,"North East, Yorkshire and the Humber",children's home,Voluntary,14.0,The Percy Hedley Foundation
Northumbria,north tyneside,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,North Tyneside Council
Northumbria,north tyneside,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,North Tyneside Council
Northumbria,north tyneside,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,North Tyneside Council
Northumbria,north tyneside,"North East, Yorkshire and the Humber",children's home,Local Authority,1.0,North Tyneside Council
Northumbria,north tyneside,"North East, Yorkshire and the Humber",children's home,Voluntary,6.0,The Percy Hedley Foundation
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Private,3.0,A Wilderness Way Ltd
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Voluntary,10.0,Action For Children
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Private,2.0,Cambian Childcare Ltd
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Private,4.0,Cambian Childcare Ltd
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Private,3.0,Keys Nhcc Ltd
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,Northumberland County Council
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,Northumberland County Council
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Local Authority,3.0,Northumberland County Council
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Northumberland County Council
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Private,5.0,Right-Trak Limited
Northumbria,northumberland,"North East, Yorkshire and the Humber",children's home,Private,2.0,Young Foundations Ltd
Northumbria,south tyneside,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,South Tyneside Council
Northumbria,south tyneside,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,South Tyneside Council
Northumbria,south tyneside,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,South Tyneside Council
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Private,3.0,Alexanders House Ltd
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hmo Ne Ltd
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Private,2.0,Hmo Ne Ltd
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Private,3.0,Hmo Ne Ltd
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,8.0,Investing In Children Cic
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,4.0,North East Autism Society
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,4.0,North East Autism Society
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,5.0,North East Autism Society
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,6.0,St Cuthbert's Care
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Private,8.0,Sunderland Care And Support Limited
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,6.0,Together for Children Sunderland Limited
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,6.0,Together for Children Sunderland Limited
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,6.0,Together for Children Sunderland Limited
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,6.0,Together for Children Sunderland Limited
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Voluntary,3.0,Together for Children Sunderland Limited
Northumbria,sunderland,"North East, Yorkshire and the Humber",children's home,Private,7.0,Witherslack Group Ltd
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Local Authority,10.0,Barnsley Metropolitan Borough Council
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,Barnsley Metropolitan Borough Council
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,3.0,Cambian Childcare Ltd
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,3.0,Castle Homes Care Ltd
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,5.0,Dove Adolescent Services Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,2.0,Dove Adolescent Services Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,3.0,Dove Adolescent Services Limited
