police_force,Local authority,Ofsted region,Provision type,Sector,Places,Organisation which owns the provider
Cambridgeshire,cambridgeshire,East of England,children's home,Voluntary,17.0,Friends Therapeutic Community Trust
Cambridgeshire,cambridgeshire,East of England,children's home,Private,5.0,Heartwood RSC Ltd
Cambridgeshire,cambridgeshire,East of England,children's home,Private,4.0,Higher Hopes Ltd
Cambridgeshire,cambridgeshire,East of England,children's home,Private,3.0,Keys Care Ltd
Cambridgeshire,cambridgeshire,East of England,children's home,Private,4.0,Keys Child Care Ltd
Cambridgeshire,cambridgeshire,East of England,children's home,Private,4.0,Keys Direct Care Limited
Cambridgeshire,cambridgeshire,East of England,children's home,Private,4.0,M.J. Childrens Services Limited
Cambridgeshire,cambridgeshire,East of England,children's home,Private,6.0,Parkview Care (broadstairs) Limited
Cambridgeshire,cambridgeshire,East of England,children's home,Private,3.0,Semi-Independent House Ltd
Cambridgeshire,cambridgeshire,East of England,children's home,Private,4.0,The Beeches UK Ltd
Cambridgeshire,cambridgeshire,East of England,children's home,Voluntary,6.0,The Partnership of The Chartwell Group 
Cambridgeshire,cambridgeshire,East of England,children's home,Private,6.0,Unique Care Homes Support Limited
Cambridgeshire,peterborough,East of England,children's home,Private,2.0,Conquered Limited
Cambridgeshire,peterborough,East of England,children's home,Private,6.0,Florinee Homes Ltd
Cambridgeshire,peterborough,East of England,children's home,Local Authority,8.0,Peterborough City Council
Cambridgeshire,peterborough,East of England,children's home,Private,4.0,Positive Steps (Care Services) Limited
Cambridgeshire,peterborough,East of England,children's home,Private,4.0,Semi-Independent House Ltd
Cambridgeshire,peterborough,East of England,children's home,Private,5.0,Semi-Independent House Ltd
Cambridgeshire,peterborough,East of England,children's home,Private,3.0,Semi-Independent House Ltd
Cambridgeshire,peterborough,East of England,children's home,Private,4.0,The Beeches UK Ltd
Cambridgeshire,peterborough,East of England,children's home,Private,8.0,The Beeches UK Ltd
Essex,essex,East of England,children's home,Private,4.0,A & T Home Limited
Essex,essex,East of England,children's home,Private,3.0,Achieving Aspirations CIC
Essex,essex,East of England,children's home,Private,3.0,Cambian Childcare Ltd
Essex,essex,East of England,children's home,Private,2.0,Cambian Childcare Ltd
Essex,essex,East of England,children's home,Private,3.0,Cambian Childcare Ltd
Essex,essex,East of England,children's home,Private,4.0,Cambian Childcare Ltd
Essex,essex,East of England,children's home,Private,3.0,Cambian Childcare Ltd
Essex,essex,East of England,children's home,Private,2.0,Cambian Childcare Ltd
Essex,essex,East of England,children's home,Private,4.0,Cambian Childcare Ltd
Essex,essex,East of England,children's home,Private,3.0,Capital Childrens Care Ltd
Essex,essex,East of England,children's home,Private,4.0,Care Focus Limited
Essex,essex,East of England,children's home,Private,4.0,Care Focus Limited
Essex,essex,East of England,children's home,Private,8.0,Compass Children's Homes Ltd
Essex,essex,East of England,children's home,Private,3.0,ERA Care Limited
Essex,essex,East of England,children's home,Private,3.0,ERA Care Limited
Essex,essex,East of England,children's home,Local Authority,12.0,Essex County Council
Essex,essex,East of England,children's home,Local Authority,8.0,Essex County Council
Essex,essex,East of England,children's home,Private,5.0,Foundations Children & Family Services Ltd
Essex,essex,East of England,children's home,Private,4.0,Harmony Residential Homes Ltd 
Essex,essex,East of England,children's home,Private,5.0,Harmony Residential Homes Ltd 
Essex,essex,East of England,children's home,Private,6.0,Jasper Education And Support Services Limited
Essex,essex,East of England,children's home,Private,4.0,Kedleston (Wood Grove Childcare) Ltd
Essex,essex,East of England,children's home,Private,3.0,Lavender Grove Cares Limited
Essex,essex,East of England,children's home,Private,7.0,Little Belsteads Care Home Limited
Essex,essex,East of England,children's home,Private,6.0,Mig House Residential Care Home Ltd
Essex,essex,East of England,children's home,Private,3.0,Oakley House Childrens Home Limited
Essex,essex,East of England,children's home,Private,6.0,Pathways Care Group
Essex,essex,East of England,children's home,Private,6.0,Pathways Care Group
Essex,essex,East of England,children's home,Private,8.0,Pathways Care Group
Essex,essex,East of England,children's home,Private,3.0,Pbs Care Homes Ltd
Essex,essex,East of England,children's home,Private,4.0,Potton Homes Ltd
Essex,essex,East of England,children's home,Private,5.0,Priory Education Services Limited
Essex,essex,East of England,children's home,Private,4.0,Pss Care Group Limited
Essex,essex,East of England,children's home,Private,4.0,Pss Care Group Limited
Essex,essex,East of England,children's home,Private,5.0,Pss Care Group Limited
Essex,essex,East of England,children's home,Private,3.0,Shalamar Children Limited
Essex,essex,East of England,children's home,Private,4.0,Shalamar Children Limited
Essex,essex,East of England,children's home,Private,4.0,Surecare Residential Ltd
Essex,essex,East of England,children's home,Private,5.0,Surecare Residential Ltd
Essex,essex,East of England,children's home,Private,5.0,Surecare Residential Ltd
Essex,essex,East of England,children's home,Private,4.0,Surecare Residential Ltd
Essex,southend on sea,East of England,children's home,Private,4.0,Indigo Children's Care Homes Ltd
Essex,southend on sea,East of England,children's home,Private,5.0,Kites Children Service's Ltd
Essex,southend on sea,East of England,children's home,Private,6.0,Kites Children Service's Ltd
Essex,southend on sea,East of England,children's home,Private,5.0,Pathways Care Group
Essex,southend on sea,East of England,children's home,Private,6.0,Potton Homes Ltd
Essex,southend on sea,East of England,children's home,Voluntary,6.0,The St Christopher School
Essex,thurrock,East of England,children's home,Private,2.0,Nirmal Homes Ltd
Essex,thurrock,East of England,children's home,Private,3.0,Potton Homes Ltd
Essex,thurrock,East of England,children's home,Private,4.0,Satash Community Care Project Limited
Hertfordshire,hertfordshire,East of England,children's home,Voluntary,8.0,Action For Children
Hertfordshire,hertfordshire,East of England,children's home,Voluntary,6.0,Action For Children
Hertfordshire,hertfordshire,East of England,children's home,Private,2.0,CF Support Services Limited
Hertfordshire,hertfordshire,East of England,children's home,Private,2.0,Cornerways Care Ltd
Hertfordshire,hertfordshire,East of England,children's home,Private,4.0,Esland South Limited
Hertfordshire,hertfordshire,East of England,children's home,Local Authority,7.0,Hertfordshire County Council
Hertfordshire,hertfordshire,East of England,children's home,Local Authority,5.0,Hertfordshire County Council
Hertfordshire,hertfordshire,East of England,children's home,Local Authority,3.0,Hertfordshire County Council
Hertfordshire,hertfordshire,East of England,children's home,Local Authority,4.0,Hertfordshire County Council
Hertfordshire,hertfordshire,East of England,children's home,Local Authority,4.0,Hertfordshire County Council
Hertfordshire,hertfordshire,East of England,children's home,Local Authority,7.0,Hertfordshire County Council
Hertfordshire,hertfordshire,East of England,children's home,Local Authority,5.0,Hertfordshire County Council
Hertfordshire,hertfordshire,East of England,children's home,Private,4.0,Jasmine Gardens Private Ltd
Hertfordshire,hertfordshire,East of England,children's home,Private,2.0,Jasmine Gardens Private Ltd
Hertfordshire,hertfordshire,East of England,children's home,Voluntary,5.0,Jubilee House Care Trust Limited
Hertfordshire,hertfordshire,East of England,children's home,Private,4.0,Keys BR Limited
Hertfordshire,hertfordshire,East of England,children's home,Private,4.0,Keys BR Limited
Hertfordshire,hertfordshire,East of England,children's home,Voluntary,5.0,MacIntyre Care
Hertfordshire,hertfordshire,East of England,children's home,Private,4.0,Surecare Residential Ltd
Norfolk,norfolk,East of England,children's home,Private,3.0,4d Care Ltd
Norfolk,norfolk,East of England,children's home,Voluntary,4.0,Break
Norfolk,norfolk,East of England,children's home,Voluntary,4.0,Break
Norfolk,norfolk,East of England,children's home,Voluntary,4.0,Break
Norfolk,norfolk,East of England,children's home,Voluntary,6.0,Break
Norfolk,norfolk,East of England,children's home,Voluntary,2.0,Break
Norfolk,norfolk,East of England,children's home,Voluntary,4.0,Break
Norfolk,norfolk,East of England,children's home,Voluntary,6.0,Break
Norfolk,norfolk,East of England,children's home,Voluntary,4.0,Break
Norfolk,norfolk,East of England,children's home,Private,4.0,Cambian Childcare Ltd
Norfolk,norfolk,East of England,children's home,Private,4.0,Cambian Childcare Ltd
Norfolk,norfolk,East of England,children's home,Private,6.0,Cascade (banks House) Limited
Norfolk,norfolk,East of England,children's home,Private,4.0,Castle Homes Care Ltd
Norfolk,norfolk,East of England,children's home,Private,5.0,Clover Childcare Services Ltd
Norfolk,norfolk,East of England,children's home,Private,2.0,Clover Childcare Services Ltd
Norfolk,norfolk,East of England,children's home,Private,7.0,Clover Childcare Services Ltd
Norfolk,norfolk,East of England,children's home,Private,6.0,Flying Spur Limited
Norfolk,norfolk,East of England,children's home,Voluntary,11.0,Institute of Integrated Systemic Therapy
Norfolk,norfolk,East of England,children's home,Voluntary,6.0,Institute of Integrated Systemic Therapy
Norfolk,norfolk,East of England,children's home,Private,4.0,Juventas Services Limited
Norfolk,norfolk,East of England,children's home,Private,3.0,Keys Care Ltd
Norfolk,norfolk,East of England,children's home,Private,4.0,Keys Direct Care Limited
Norfolk,norfolk,East of England,children's home,Local Authority,9.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,4.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,2.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,4.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,2.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,4.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,6.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,4.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Local Authority,4.0,Norfolk County Council Children's Services
Norfolk,norfolk,East of England,children's home,Private,6.0,PCT Care Services Limited
Norfolk,norfolk,East of England,children's home,Private,8.0,Priory Education Services Limited
Norfolk,norfolk,East of England,children's home,Private,4.0,Stanfield Care Services Limited
Norfolk,norfolk,East of England,children's home,Private,4.0,Stanfield Care Services Limited
Norfolk,norfolk,East of England,children's home,Private,6.0,The Ryes College Limited
Norfolk,norfolk,East of England,children's home,Private,6.0,Unique Care Homes Support Limited
Norfolk,norfolk,East of England,children's home,Private,6.0,Unique Care Homes Support Limited
Suffolk,suffolk,East of England,children's home,Private,6.0,Able Health Care Ltd
Suffolk,suffolk,East of England,children's home,Private,4.0,Able Health Care Ltd
Suffolk,suffolk,East of England,children's home,Private,6.0,Achieving Aspirations CIC
Suffolk,suffolk,East of England,children's home,Private,4.0,Achieving Aspirations CIC
Suffolk,suffolk,East of England,children's home,Private,4.0,Barnardiston Hall Preparatory School Limited
Suffolk,suffolk,East of England,children's home,Private,6.0,Barnardiston Hall Preparatory School Limited
Suffolk,suffolk,East of England,children's home,Private,8.0,Broadlands Hall Ltd
Suffolk,suffolk,East of England,children's home,Private,2.0,CF Support Services Limited
Suffolk,suffolk,East of England,children's home,Private,4.0,Care Focus Limited
Suffolk,suffolk,East of England,children's home,Private,4.0,Care Focus Limited
Suffolk,suffolk,East of England,children's home,Private,4.0,Care Focus Limited
Suffolk,suffolk,East of England,children's home,Private,6.0,Compass Children's Homes Ltd
Suffolk,suffolk,East of England,children's home,Private,6.0,Consensus Support Services Ltd
Suffolk,suffolk,East of England,children's home,Private,3.0,Fonjock's Social Work Practice
Suffolk,suffolk,East of England,children's home,Private,6.0,Inroads Essex Limited
Suffolk,suffolk,East of England,children's home,Private,4.0,Inroads Essex Limited
Suffolk,suffolk,East of England,children's home,Private,6.0,Priory Education Services Limited
Suffolk,suffolk,East of England,children's home,Private,5.0,Priory Education Services Limited
Suffolk,suffolk,East of England,children's home,Local Authority,7.0,Suffolk County Council
Suffolk,suffolk,East of England,children's home,Local Authority,6.0,Suffolk County Council
Suffolk,suffolk,East of England,children's home,Local Authority,4.0,Suffolk County Council
Suffolk,suffolk,East of England,children's home,Local Authority,7.0,Suffolk County Council
Suffolk,suffolk,East of England,children's home,Local Authority,7.0,Suffolk County Council
Suffolk,suffolk,East of England,children's home,Private,4.0,The Ryes College Limited
Suffolk,suffolk,East of England,children's home,Private,4.0,The Ryes College Limited
Metropolitan Police,barking and dagenham,London,children's home,Private,5.0,Heartwood Residential Services Ltd
